터미널: 감곡시외터미널
출발,요금(어른),소요시간
18:25,8,700 원,01:34
터미널: 남청주정류소
출발,요금(어른),소요시간
07:10,1,700 원,00:18
16:30,1,700 원,00:20
터미널: 논산버스터미널
출발,요금(어른),소요시간
08:30,12,200 원,02:20
터미널: 단양시외버스터미널
출발,요금(어른),소요시간
12:37,21,800 원,04:18
17:39,21,800 원,04:18
터미널: 대소버스공동정류장
출발,요금(어른),소요시간
08:50,8,300 원,01:38
10:35,8,300 원,01:38
